sentence_id,category,reference,perturbation,severity,candidate,note
56,cs.CL,"The advantage extends to cross-domain code editing on aider-polyglot (+4.2 pp at pass@1 at 4B), whose tasks are unseen during SFT and RL.",synonym,1,"The advantage widen to cross-domain code editing on aider-polyglot (+4.2 pp at pass@1 at 4B), whose tasks are unseen during SFT and RL.",extends -> widen
56,cs.CL,"The advantage extends to cross-domain code editing on aider-polyglot (+4.2 pp at pass@1 at 4B), whose tasks are unseen during SFT and RL.",scramble,2,"4B), are on to at during pass@1 and The tasks whose pp unseen advantage SFT at extends aider-polyglot code (+4.2 cross-domain editing",word order shuffled
56,cs.CL,"The advantage extends to cross-domain code editing on aider-polyglot (+4.2 pp at pass@1 at 4B), whose tasks are unseen during SFT and RL.",antonym,4,"The advantage extends to cross-domain code editing on aider-polyglot (+4.2 pp at pass@1 at 4B), whose tasks differ unseen during SFT and RL.",are -> differ
56,cs.CL,"The advantage extends to cross-domain code editing on aider-polyglot (+4.2 pp at pass@1 at 4B), whose tasks are unseen during SFT and RL.",negation,5,"The advantage extends to cross-domain code editing on aider-polyglot (+4.2 pp at pass@1 at 4B), whose tasks are not unseen during SFT and RL.",inserted 'not' after 'are'
57,cs.CL,"ActObs retains more entropy during RL while requiring less policy movement, leaving the final policy closer to its SFT initialization.",identical,0,"ActObs retains more entropy during RL while requiring less policy movement, leaving the final policy closer to its SFT initialization.",unchanged
57,cs.CL,"ActObs retains more entropy during RL while requiring less policy movement, leaving the final policy closer to its SFT initialization.",synonym,1,"ActObs retains more entropy during RL while requiring less insurance movement, leaving the final policy closer to its SFT initialization.",policy -> insurance
57,cs.CL,"ActObs retains more entropy during RL while requiring less policy movement, leaving the final policy closer to its SFT initialization.",scramble,2,"SFT ActObs entropy requiring less leaving the movement, RL closer policy its more to retains while policy final during",word order shuffled
57,cs.CL,"ActObs retains more entropy during RL while requiring less policy movement, leaving the final policy closer to its SFT initialization.",antonym,4,"ActObs retains less entropy during RL while requiring less policy movement, leaving the final policy closer to its SFT initialization.",more -> less
57,cs.CL,"ActObs retains more entropy during RL while requiring less policy movement, leaving the final policy closer to its SFT initialization.",negation,5,"It is not the case that actObs retains more entropy during RL while requiring less policy movement, leaving the final policy closer to its SFT initialization.",prepended denial
58,cs.CL,"Joint supervision prevents this one-sided specialization, preserving consequence prediction and preparing the policy for downstream exploration.",identical,0,"Joint supervision prevents this one-sided specialization, preserving consequence prediction and preparing the policy for downstream exploration.",unchanged
58,cs.CL,"Joint supervision prevents this one-sided specialization, preserving consequence prediction and preparing the policy for downstream exploration.",synonym,1,"Joint supervision prevents this one-sided specialization, preserving consequence prediction and preparing the insurance for downstream exploration.",policy -> insurance
58,cs.CL,"Joint supervision prevents this one-sided specialization, preserving consequence prediction and preparing the policy for downstream exploration.",scramble,2,"this preserving specialization, one-sided for prediction prevents preparing the and Joint supervision downstream consequence policy",word order shuffled
58,cs.CL,"Joint supervision prevents this one-sided specialization, preserving consequence prediction and preparing the policy for downstream exploration.",antonym,4,"separate supervision prevents this one-sided specialization, preserving consequence prediction and preparing the policy for downstream exploration.",Joint -> separate
58,cs.CL,"Joint supervision prevents this one-sided specialization, preserving consequence prediction and preparing the policy for downstream exploration.",negation,5,"It is not the case that joint supervision prevents this one-sided specialization, preserving consequence prediction and preparing the policy for downstream exploration.",prepended denial
59,cs.CL,Shown mode is the higher-load condition the doctrine is designed to measure.,identical,0,Shown mode is the higher-load condition the doctrine is designed to measure.,unchanged
59,cs.CL,Shown mode is the higher-load condition the doctrine is designed to measure.,synonym,1,Shown mode is the higher-load condition the philosophy is designed to measure.,doctrine -> philosophy
59,cs.CL,Shown mode is the higher-load condition the doctrine is designed to measure.,scramble,2,is condition the is Shown designed higher-load doctrine to the mode,word order shuffled
59,cs.CL,Shown mode is the higher-load condition the doctrine is designed to measure.,antonym,4,Shown mode is the higher-load condition the doctrine differ designed to measure.,is -> differ
59,cs.CL,Shown mode is the higher-load condition the doctrine is designed to measure.,negation,5,Shown mode is not the higher-load condition the doctrine is designed to measure.,inserted 'not' after 'is'
60,cs.CL,The claim is that LLMs fail along this axis in a specific direction.,identical,0,The claim is that LLMs fail along this axis in a specific direction.,unchanged
60,cs.CL,The claim is that LLMs fail along this axis in a specific direction.,synonym,1,The claim is that LLMs fail along this bloc in a specific direction.,axis -> bloc
60,cs.CL,The claim is that LLMs fail along this axis in a specific direction.,scramble,2,along in a is claim LLMs that The fail axis specific this,word order shuffled
60,cs.CL,The claim is that LLMs fail along this axis in a specific direction.,antonym,4,The claim differ that LLMs fail along this axis in a specific direction.,is -> differ
60,cs.CL,The claim is that LLMs fail along this axis in a specific direction.,negation,5,The claim is not that LLMs fail along this axis in a specific direction.,inserted 'not' after 'is'
61,cs.CL,"Large language models are increasingly used in healthcare communication, yet most evaluations emphasize response quality while assuming that the user's concern has been interpreted correctly.",identical,0,"Large language models are increasingly used in healthcare communication, yet most evaluations emphasize response quality while assuming that the user's concern has been interpreted correctly.",unchanged
61,cs.CL,"Large language models are increasingly used in healthcare communication, yet most evaluations emphasize response quality while assuming that the user's concern has been interpreted correctly.",synonym,1,"Large language models be increasingly used in healthcare communication, yet most evaluations emphasize response quality while assuming that the user's concern has been interpreted correctly.",are -> be
61,cs.CL,"Large language models are increasingly used in healthcare communication, yet most evaluations emphasize response quality while assuming that the user's concern has been interpreted correctly.",scramble,2,"assuming while in language communication, the that healthcare response evaluations interpreted user's increasingly are used Large has been most concern yet quality models emphasize",word order shuffled
61,cs.CL,"Large language models are increasingly used in healthcare communication, yet most evaluations emphasize response quality while assuming that the user's concern has been interpreted correctly.",antonym,4,"Large language models are increasingly used in healthcare communication, yet most evaluations emphasize response quality while assuming that the user's concern has differ interpreted correctly.",been -> differ
61,cs.CL,"Large language models are increasingly used in healthcare communication, yet most evaluations emphasize response quality while assuming that the user's concern has been interpreted correctly.",negation,5,"Large language models are not increasingly used in healthcare communication, yet most evaluations emphasize response quality while assuming that the user's concern has been interpreted correctly.",inserted 'not' after 'are'
62,cs.CL,"We introduce HerHealthEval, a controlled evaluation framework for multilingual understanding of women's-health communication.",identical,0,"We introduce HerHealthEval, a controlled evaluation framework for multilingual understanding of women's-health communication.",unchanged
62,cs.CL,"We introduce HerHealthEval, a controlled evaluation framework for multilingual understanding of women's-health communication.",synonym,1,"We introduce HerHealthEval, a controlled evaluation framework for multilingual apprehension of women's-health communication.",understanding -> apprehension
62,cs.CL,"We introduce HerHealthEval, a controlled evaluation framework for multilingual understanding of women's-health communication.",scramble,2,"multilingual a controlled HerHealthEval, for understanding evaluation women's-health We introduce framework of",word order shuffled
62,cs.CL,"We introduce HerHealthEval, a controlled evaluation framework for multilingual understanding of women's-health communication.",antonym,4,"We introduce HerHealthEval, a controlled evaluation framework for monolingual understanding of women's-health communication.",multilingual -> monolingual
62,cs.CL,"We introduce HerHealthEval, a controlled evaluation framework for multilingual understanding of women's-health communication.",negation,5,"It is not the case that we introduce HerHealthEval, a controlled evaluation framework for multilingual understanding of women's-health communication.",prepended denial
63,cs.CL,"For each clinical case, HerHealthEval provides matched versions in English, French, and Modern Standard Arabic using six communicative forms: canonical, clinical, layperson, indirect or hedged, emotionally concerned, and deliberately under-specified.",identical,0,"For each clinical case, HerHealthEval provides matched versions in English, French, and Modern Standard Arabic using six communicative forms: canonical, clinical, layperson, indirect or hedged, emotionally concerned, and deliberately under-specified.",unchanged
63,cs.CL,"For each clinical case, HerHealthEval provides matched versions in English, French, and Modern Standard Arabic using six communicative forms: canonical, clinical, layperson, indirect or hedged, emotionally concerned, and deliberately under-specified.",synonym,1,"For each clinical case, HerHealthEval provides matched version in English, French, and Modern Standard Arabic using six communicative forms: canonical, clinical, layperson, indirect or hedged, emotionally concerned, and deliberately under-specified.",versions -> version
63,cs.CL,"For each clinical case, HerHealthEval provides matched versions in English, French, and Modern Standard Arabic using six communicative forms: canonical, clinical, layperson, indirect or hedged, emotionally concerned, and deliberately under-specified.",scramble,2,"hedged, indirect HerHealthEval deliberately forms: matched French, using or clinical, Standard clinical canonical, emotionally concerned, case, versions communicative Arabic and For provides in English, layperson, each six Modern and",word order shuffled
63,cs.CL,"For each clinical case, HerHealthEval provides matched versions in English, French, and Modern Standard Arabic using six communicative forms: canonical, clinical, layperson, indirect or hedged, emotionally concerned, and deliberately under-specified.",antonym,4,"For each clinical case, HerHealthEval provides matched versions in English, French, and Modern Standard Arabic using six uncommunicative forms: canonical, clinical, layperson, indirect or hedged, emotionally concerned, and deliberately under-specified.",communicative -> uncommunicative
63,cs.CL,"For each clinical case, HerHealthEval provides matched versions in English, French, and Modern Standard Arabic using six communicative forms: canonical, clinical, layperson, indirect or hedged, emotionally concerned, and deliberately under-specified.",negation,5,"It is not the case that for each clinical case, HerHealthEval provides matched versions in English, French, and Modern Standard Arabic using six communicative forms: canonical, clinical, layperson, indirect or hedged, emotionally concerned, and deliberately under-specified.",prepended denial
64,cs.CL,"We evaluate a multilingual instruction model and QLoRA-adapted variants on concern classification, risk calibration, clarification behavior, parse compliance, and cross-form consistency.",identical,0,"We evaluate a multilingual instruction model and QLoRA-adapted variants on concern classification, risk calibration, clarification behavior, parse compliance, and cross-form consistency.",unchanged
64,cs.CL,"We evaluate a multilingual instruction model and QLoRA-adapted variants on concern classification, risk calibration, clarification behavior, parse compliance, and cross-form consistency.",synonym,1,"We evaluate a multilingual instruction model and QLoRA-adapted variants on concern classification, hazard calibration, clarification behavior, parse compliance, and cross-form consistency.",risk -> hazard
64,cs.CL,"We evaluate a multilingual instruction model and QLoRA-adapted variants on concern classification, risk calibration, clarification behavior, parse compliance, and cross-form consistency.",scramble,2,"classification, multilingual evaluate clarification on cross-form a and behavior, model compliance, We variants risk concern QLoRA-adapted parse and calibration, instruction",word order shuffled
64,cs.CL,"We evaluate a multilingual instruction model and QLoRA-adapted variants on concern classification, risk calibration, clarification behavior, parse compliance, and cross-form consistency.",antonym,4,"We evaluate a monolingual instruction model and QLoRA-adapted variants on concern classification, risk calibration, clarification behavior, parse compliance, and cross-form consistency.",multilingual -> monolingual
64,cs.CL,"We evaluate a multilingual instruction model and QLoRA-adapted variants on concern classification, risk calibration, clarification behavior, parse compliance, and cross-form consistency.",negation,5,"It is not the case that we evaluate a multilingual instruction model and QLoRA-adapted variants on concern classification, risk calibration, clarification behavior, parse compliance, and cross-form consistency.",prepended denial
65,cs.CL,Results reveal that aggregate accuracy and consistency can conceal safety-relevant failures.,identical,0,Results reveal that aggregate accuracy and consistency can conceal safety-relevant failures.,unchanged
65,cs.CL,Results reveal that aggregate accuracy and consistency can conceal safety-relevant failures.,synonym,1,consequence reveal that aggregate accuracy and consistency can conceal safety-relevant failures.,Results -> consequence
65,cs.CL,Results reveal that aggregate accuracy and consistency can conceal safety-relevant failures.,scramble,2,conceal that aggregate can reveal consistency accuracy safety-relevant Results and,word order shuffled
65,cs.CL,Results reveal that aggregate accuracy and consistency can conceal safety-relevant failures.,antonym,4,Results reveal that aggregate accuracy and consistency can show safety-relevant failures.,conceal -> show
65,cs.CL,Results reveal that aggregate accuracy and consistency can conceal safety-relevant failures.,negation,5,Results reveal that aggregate accuracy and consistency can not conceal safety-relevant failures.,inserted 'not' after 'can'
66,cs.CL,A multilingual adaptation model reaches 0.994 under-triage in French and Arabic under language-asymmetric risk supervision.,identical,0,A multilingual adaptation model reaches 0.994 under-triage in French and Arabic under language-asymmetric risk supervision.,unchanged
66,cs.CL,A multilingual adaptation model reaches 0.994 under-triage in French and Arabic under language-asymmetric risk supervision.,synonym,1,A multilingual adaptation model reaches 0.994 under-triage in Gallic and Arabic under language-asymmetric risk supervision.,French -> Gallic
66,cs.CL,A multilingual adaptation model reaches 0.994 under-triage in French and Arabic under language-asymmetric risk supervision.,scramble,2,A model in reaches French and adaptation language-asymmetric risk under-triage Arabic under 0.994 multilingual,word order shuffled
66,cs.CL,A multilingual adaptation model reaches 0.994 under-triage in French and Arabic under language-asymmetric risk supervision.,number_swap,3,A multilingual adaptation model reaches 25.994 under-triage in French and Arabic under language-asymmetric risk supervision.,0.994 -> 25.994
66,cs.CL,A multilingual adaptation model reaches 0.994 under-triage in French and Arabic under language-asymmetric risk supervision.,antonym,4,A monolingual adaptation model reaches 0.994 under-triage in French and Arabic under language-asymmetric risk supervision.,multilingual -> monolingual
66,cs.CL,A multilingual adaptation model reaches 0.994 under-triage in French and Arabic under language-asymmetric risk supervision.,negation,5,It is not the case that a multilingual adaptation model reaches 0.994 under-triage in French and Arabic under language-asymmetric risk supervision.,prepended denial
67,cs.CL,"A controlled re-adaptation using source-derived, language-invariant risk labels reduces under-triage to 0.572 and 0.558, respectively.",identical,0,"A controlled re-adaptation using source-derived, language-invariant risk labels reduces under-triage to 0.572 and 0.558, respectively.",unchanged
67,cs.CL,"A controlled re-adaptation using source-derived, language-invariant risk labels reduces under-triage to 0.572 and 0.558, respectively.",synonym,1,"A controlled re-adaptation use source-derived, language-invariant risk labels reduces under-triage to 0.572 and 0.558, respectively.",using -> use
67,cs.CL,"A controlled re-adaptation using source-derived, language-invariant risk labels reduces under-triage to 0.572 and 0.558, respectively.",scramble,2,"under-triage source-derived, risk and A 0.558, to reduces 0.572 using controlled language-invariant re-adaptation labels",word order shuffled
67,cs.CL,"A controlled re-adaptation using source-derived, language-invariant risk labels reduces under-triage to 0.572 and 0.558, respectively.",number_swap,3,"A controlled re-adaptation using source-derived, language-invariant risk labels reduces under-triage to 11.572 and 0.558, respectively.",0.572 -> 11.572
67,cs.CL,"A controlled re-adaptation using source-derived, language-invariant risk labels reduces under-triage to 0.572 and 0.558, respectively.",antonym,4,"A controlled re-adaptation using source-derived, language-invariant risk labels oxidize under-triage to 0.572 and 0.558, respectively.",reduces -> oxidize
67,cs.CL,"A controlled re-adaptation using source-derived, language-invariant risk labels reduces under-triage to 0.572 and 0.558, respectively.",negation,5,"It is not the case that a controlled re-adaptation using source-derived, language-invariant risk labels reduces under-triage to 0.572 and 0.558, respectively.",prepended denial
68,cs.CL,"These findings show that robust multilingual healthcare evaluation requires explicit testing of register variation, uncertainty handling, and the provenance and invariance of adaptation labels.",identical,0,"These findings show that robust multilingual healthcare evaluation requires explicit testing of register variation, uncertainty handling, and the provenance and invariance of adaptation labels.",unchanged
68,cs.CL,"These findings show that robust multilingual healthcare evaluation requires explicit testing of register variation, uncertainty handling, and the provenance and invariance of adaptation labels.",synonym,1,"These findings show that robust multilingual healthcare evaluation requires explicit testing of register variation, uncertainness handling, and the provenance and invariance of adaptation labels.",uncertainty -> uncertainness
68,cs.CL,"These findings show that robust multilingual healthcare evaluation requires explicit testing of register variation, uncertainty handling, and the provenance and invariance of adaptation labels.",scramble,2,"of and and register robust uncertainty evaluation requires that provenance findings of invariance healthcare explicit multilingual variation, These handling, testing adaptation the show",word order shuffled
68,cs.CL,"These findings show that robust multilingual healthcare evaluation requires explicit testing of register variation, uncertainty handling, and the provenance and invariance of adaptation labels.",antonym,4,"These findings show that robust multilingual healthcare evaluation obviate explicit testing of register variation, uncertainty handling, and the provenance and invariance of adaptation labels.",requires -> obviate
68,cs.CL,"These findings show that robust multilingual healthcare evaluation requires explicit testing of register variation, uncertainty handling, and the provenance and invariance of adaptation labels.",negation,5,"It is not the case that these findings show that robust multilingual healthcare evaluation requires explicit testing of register variation, uncertainty handling, and the provenance and invariance of adaptation labels.",prepended denial
69,cs.CL,"Allen's interval algebra is a qualitative calculus for temporal relations, but its thirteen base relations are crisp predicates over exact interval boundaries.",identical,0,"Allen's interval algebra is a qualitative calculus for temporal relations, but its thirteen base relations are crisp predicates over exact interval boundaries.",unchanged
69,cs.CL,"Allen's interval algebra is a qualitative calculus for temporal relations, but its thirteen base relations are crisp predicates over exact interval boundaries.",synonym,1,"Allen's interval algebra is a qualitative calculus for temporal relations, but its thirteen base relations are crisp predicate over exact interval boundaries.",predicates -> predicate
69,cs.CL,"Allen's interval algebra is a qualitative calculus for temporal relations, but its thirteen base relations are crisp predicates over exact interval boundaries.",scramble,2,"crisp base thirteen are is a calculus qualitative over interval but its algebra Allen's relations, predicates for interval exact relations temporal",word order shuffled
69,cs.CL,"Allen's interval algebra is a qualitative calculus for temporal relations, but its thirteen base relations are crisp predicates over exact interval boundaries.",antonym,4,"Allen's interval algebra is a quantitative calculus for temporal relations, but its thirteen base relations are crisp predicates over exact interval boundaries.",qualitative -> quantitative
69,cs.CL,"Allen's interval algebra is a qualitative calculus for temporal relations, but its thirteen base relations are crisp predicates over exact interval boundaries.",negation,5,"Allen's interval algebra is not a qualitative calculus for temporal relations, but its thirteen base relations are crisp predicates over exact interval boundaries.",inserted 'not' after 'is'
70,cs.CL,We develop the probabilistic Allen algebra (PAA): a generative and complete extension in which relation probabilities are derived from distributions over interval boundaries rather than assigned as scores.,identical,0,We develop the probabilistic Allen algebra (PAA): a generative and complete extension in which relation probabilities are derived from distributions over interval boundaries rather than assigned as scores.,unchanged
70,cs.CL,We develop the probabilistic Allen algebra (PAA): a generative and complete extension in which relation probabilities are derived from distributions over interval boundaries rather than assigned as scores.,synonym,1,We develop the probabilistic Allen algebra (PAA): a generative and complete extension in which relation probability are derived from distributions over interval boundaries rather than assigned as scores.,probabilities -> probability
70,cs.CL,We develop the probabilistic Allen algebra (PAA): a generative and complete extension in which relation probabilities are derived from distributions over interval boundaries rather than assigned as scores.,scramble,2,generative relation algebra probabilities distributions the develop We are in derived a complete (PAA): assigned which extension and over boundaries interval probabilistic rather than from as Allen,word order shuffled
70,cs.CL,We develop the probabilistic Allen algebra (PAA): a generative and complete extension in which relation probabilities are derived from distributions over interval boundaries rather than assigned as scores.,antonym,4,We develop the probabilistic Allen algebra (PAA): a generative and complete extension in which relation probabilities differ derived from distributions over interval boundaries rather than assigned as scores.,are -> differ
70,cs.CL,We develop the probabilistic Allen algebra (PAA): a generative and complete extension in which relation probabilities are derived from distributions over interval boundaries rather than assigned as scores.,negation,5,We develop the probabilistic Allen algebra (PAA): a generative and complete extension in which relation probabilities are not derived from distributions over interval boundaries rather than assigned as scores.,inserted 'not' after 'are'
71,cs.CL,Time points are Gaussian; intervals have Gaussian midpoints and truncated-Gaussian durations.,identical,0,Time points are Gaussian; intervals have Gaussian midpoints and truncated-Gaussian durations.,unchanged
71,cs.CL,Time points are Gaussian; intervals have Gaussian midpoints and truncated-Gaussian durations.,synonym,1,Time points are Gaussian; interval have Gaussian midpoints and truncated-Gaussian durations.,intervals -> interval
71,cs.CL,Time points are Gaussian; intervals have Gaussian midpoints and truncated-Gaussian durations.,scramble,2,midpoints are Gaussian; Time have and truncated-Gaussian Gaussian intervals points,word order shuffled
71,cs.CL,Time points are Gaussian; intervals have Gaussian midpoints and truncated-Gaussian durations.,antonym,4,Time points are Gaussian; intervals lack Gaussian midpoints and truncated-Gaussian durations.,have -> lack
71,cs.CL,Time points are Gaussian; intervals have Gaussian midpoints and truncated-Gaussian durations.,negation,5,Time points are not Gaussian; intervals have Gaussian midpoints and truncated-Gaussian durations.,inserted 'not' after 'are'
72,cs.CL,Each relation further decomposes into correlation-aware temporal primitives in the spirit of CIDOC CRM.,identical,0,Each relation further decomposes into correlation-aware temporal primitives in the spirit of CIDOC CRM.,unchanged
72,cs.CL,Each relation further decomposes into correlation-aware temporal primitives in the spirit of CIDOC CRM.,synonym,1,Each relation further decomposes into correlation-aware temporal primitives in the tone of CIDOC CRM.,spirit -> tone
72,cs.CL,Each relation further decomposes into correlation-aware temporal primitives in the spirit of CIDOC CRM.,scramble,2,decomposes relation primitives of Each temporal CIDOC into further spirit correlation-aware in the,word order shuffled
72,cs.CL,Each relation further decomposes into correlation-aware temporal primitives in the spirit of CIDOC CRM.,antonym,4,Each relation further decomposes into correlation-aware unworldly primitives in the spirit of CIDOC CRM.,temporal -> unworldly
72,cs.CL,Each relation further decomposes into correlation-aware temporal primitives in the spirit of CIDOC CRM.,negation,5,It is not the case that each relation further decomposes into correlation-aware temporal primitives in the spirit of CIDOC CRM.,prepended denial
73,cs.CL,"The algebra is scale-invariant and separates graded expressions such as ""shortly before"" from contact relations.",identical,0,"The algebra is scale-invariant and separates graded expressions such as ""shortly before"" from contact relations.",unchanged
73,cs.CL,"The algebra is scale-invariant and separates graded expressions such as ""shortly before"" from contact relations.",synonym,1,"The algebra is scale-invariant and separates rate expressions such as ""shortly before"" from contact relations.",graded -> rate
73,cs.CL,"The algebra is scale-invariant and separates graded expressions such as ""shortly before"" from contact relations.",scramble,2,"""shortly algebra before"" is separates The as graded such from contact scale-invariant and expressions",word order shuffled
73,cs.CL,"The algebra is scale-invariant and separates graded expressions such as ""shortly before"" from contact relations.",antonym,4,"The algebra differ scale-invariant and separates graded expressions such as ""shortly before"" from contact relations.",is -> differ
73,cs.CL,"The algebra is scale-invariant and separates graded expressions such as ""shortly before"" from contact relations.",negation,5,"The algebra is not scale-invariant and separates graded expressions such as ""shortly before"" from contact relations.",inserted 'not' after 'is'
74,cs.CL,"All results are Monte-Carlo validated and shipped as an open, tested Python package.",identical,0,"All results are Monte-Carlo validated and shipped as an open, tested Python package.",unchanged
74,cs.CL,"All results are Monte-Carlo validated and shipped as an open, tested Python package.",synonym,1,"All results be Monte-Carlo validated and shipped as an open, tested Python package.",are -> be
74,cs.CL,"All results are Monte-Carlo validated and shipped as an open, tested Python package.",scramble,2,"an validated open, as results and are Monte-Carlo All tested Python shipped",word order shuffled
74,cs.CL,"All results are Monte-Carlo validated and shipped as an open, tested Python package.",antonym,4,"All results are Monte-Carlo validated and disembark as an open, tested Python package.",shipped -> disembark
74,cs.CL,"All results are Monte-Carlo validated and shipped as an open, tested Python package.",negation,5,"All results are not Monte-Carlo validated and shipped as an open, tested Python package.",inserted 'not' after 'are'
75,cs.CL,Search advertising connects user intent with commercial content and plays a critical role in platform monetization.,identical,0,Search advertising connects user intent with commercial content and plays a critical role in platform monetization.,unchanged
75,cs.CL,Search advertising connects user intent with commercial content and plays a critical role in platform monetization.,synonym,1,Search advertising connects user intent with commercial content and plays a critical role in program monetization.,platform -> program
75,cs.CL,Search advertising connects user intent with commercial content and plays a critical role in platform monetization.,scramble,2,with commercial connects user in intent and platform advertising role critical plays a Search content,word order shuffled
75,cs.CL,Search advertising connects user intent with commercial content and plays a critical role in platform monetization.,antonym,4,Search advertising connects user intent with commercial content and plays a uncritical role in platform monetization.,critical -> uncritical
75,cs.CL,Search advertising connects user intent with commercial content and plays a critical role in platform monetization.,negation,5,It is not the case that search advertising connects user intent with commercial content and plays a critical role in platform monetization.,prepended denial
76,cs.CL,"Recent systems typically align pretrained generative models with a single business reward, such as eCPM, or use naive reward fusion for preliminary multi-objective alignment.",identical,0,"Recent systems typically align pretrained generative models with a single business reward, such as eCPM, or use naive reward fusion for preliminary multi-objective alignment.",unchanged
76,cs.CL,"Recent systems typically align pretrained generative models with a single business reward, such as eCPM, or use naive reward fusion for preliminary multi-objective alignment.",synonym,1,"Recent systems typically align pretrained generative models with a single business reward, such as eCPM, or use naive wages fusion for preliminary multi-objective alignment.",reward -> wages
76,cs.CL,"Recent systems typically align pretrained generative models with a single business reward, such as eCPM, or use naive reward fusion for preliminary multi-objective alignment.",scramble,2,"pretrained with single for reward typically generative eCPM, fusion or use align a as multi-objective business preliminary reward, models naive systems Recent such",word order shuffled
76,cs.CL,"Recent systems typically align pretrained generative models with a single business reward, such as eCPM, or use naive reward fusion for preliminary multi-objective alignment.",antonym,4,"Recent systems typically skew pretrained generative models with a single business reward, such as eCPM, or use naive reward fusion for preliminary multi-objective alignment.",align -> skew
76,cs.CL,"Recent systems typically align pretrained generative models with a single business reward, such as eCPM, or use naive reward fusion for preliminary multi-objective alignment.",negation,5,"It is not the case that recent systems typically align pretrained generative models with a single business reward, such as eCPM, or use naive reward fusion for preliminary multi-objective alignment.",prepended denial
77,cs.CL,"UniPolicy combines objective-specific prefix tokens, sparse MoE-LoRA routing, and objective-specific residual FFNs to hierarchically decouple parameters within a shared backbone, providing differentiated parameter and policy-expression spaces for different business objectives.",identical,0,"UniPolicy combines objective-specific prefix tokens, sparse MoE-LoRA routing, and objective-specific residual FFNs to hierarchically decouple parameters within a shared backbone, providing differentiated parameter and policy-expression spaces for different business objectives.",unchanged
77,cs.CL,"UniPolicy combines objective-specific prefix tokens, sparse MoE-LoRA routing, and objective-specific residual FFNs to hierarchically decouple parameters within a shared backbone, providing differentiated parameter and policy-expression spaces for different business objectives.",synonym,1,"UniPolicy combines objective-specific prefix tokens, sparse MoE-LoRA routing, and objective-specific residual FFNs to hierarchically decouple parameters within a shared backbone, providing differentiated parameter and policy-expression space for different business objectives.",spaces -> space
77,cs.CL,"UniPolicy combines objective-specific prefix tokens, sparse MoE-LoRA routing, and objective-specific residual FFNs to hierarchically decouple parameters within a shared backbone, providing differentiated parameter and policy-expression spaces for different business objectives.",scramble,2,"routing, residual and within sparse backbone, to different spaces combines policy-expression objective-specific FFNs decouple shared for business hierarchically objective-specific UniPolicy providing differentiated MoE-LoRA tokens, parameter parameters and a prefix",word order shuffled
77,cs.CL,"UniPolicy combines objective-specific prefix tokens, sparse MoE-LoRA routing, and objective-specific residual FFNs to hierarchically decouple parameters within a shared backbone, providing differentiated parameter and policy-expression spaces for different business objectives.",antonym,4,"UniPolicy combines objective-specific prefix tokens, sparse MoE-LoRA routing, and objective-specific residual FFNs to hierarchically decouple parameters within a shared backbone, providing differentiated parameter and policy-expression spaces for same business objectives.",different -> same
77,cs.CL,"UniPolicy combines objective-specific prefix tokens, sparse MoE-LoRA routing, and objective-specific residual FFNs to hierarchically decouple parameters within a shared backbone, providing differentiated parameter and policy-expression spaces for different business objectives.",negation,5,"It is not the case that uniPolicy combines objective-specific prefix tokens, sparse MoE-LoRA routing, and objective-specific residual FFNs to hierarchically decouple parameters within a shared backbone, providing differentiated parameter and policy-expression spaces for different business objectives.",prepended denial
78,cs.CL,"It further constructs pairwise preferences from multi-stage behavioral feedback, supplementing the relative preference information in exposed-but-unclicked samples and strengthening the relative advantage of clicked candidates in the generation distribution.",identical,0,"It further constructs pairwise preferences from multi-stage behavioral feedback, supplementing the relative preference information in exposed-but-unclicked samples and strengthening the relative advantage of clicked candidates in the generation distribution.",unchanged
78,cs.CL,"It further constructs pairwise preferences from multi-stage behavioral feedback, supplementing the relative preference information in exposed-but-unclicked samples and strengthening the relative advantage of clicked candidates in the generation distribution.",synonym,1,"It further constructs pairwise preference from multi-stage behavioral feedback, supplementing the relative preference information in exposed-but-unclicked samples and strengthening the relative advantage of clicked candidates in the generation distribution.",preferences -> preference
78,cs.CL,"It further constructs pairwise preferences from multi-stage behavioral feedback, supplementing the relative preference information in exposed-but-unclicked samples and strengthening the relative advantage of clicked candidates in the generation distribution.",scramble,2,"exposed-but-unclicked relative preferences samples It and advantage supplementing further candidates of multi-stage behavioral information in strengthening the in generation preference pairwise from the relative constructs clicked feedback, the",word order shuffled
78,cs.CL,"It further constructs pairwise preferences from multi-stage behavioral feedback, supplementing the relative preference information in exposed-but-unclicked samples and strengthening the relative advantage of clicked candidates in the generation distribution.",antonym,4,"It further constructs pairwise preferences from multi-stage behavioral feedback, supplementing the relative preference information in exposed-but-unclicked samples and strengthening the absolute advantage of clicked candidates in the generation distribution.",relative -> absolute
78,cs.CL,"It further constructs pairwise preferences from multi-stage behavioral feedback, supplementing the relative preference information in exposed-but-unclicked samples and strengthening the relative advantage of clicked candidates in the generation distribution.",negation,5,"It is not the case that it further constructs pairwise preferences from multi-stage behavioral feedback, supplementing the relative preference information in exposed-but-unclicked samples and strengthening the relative advantage of clicked candidates in the generation distribution.",prepended denial
79,cs.CL,"At inference, UniPolicy supports parallel, business-customizable multi-policy beam search, flexibly allocating candidate quotas across objectives under a fixed retrieval budget.",identical,0,"At inference, UniPolicy supports parallel, business-customizable multi-policy beam search, flexibly allocating candidate quotas across objectives under a fixed retrieval budget.",unchanged
