sentence_id,category,reference,perturbation,severity,candidate,note,bertscore,bleu
42,cs.CL,"Across scales, dQwen3.5 resembles full-attention DLMs in any-order decoding behavior and performs strongly under parallel decoding.",scramble,2,"DLMs strongly parallel under any-order decoding and behavior in Across scales, performs resembles full-attention dQwen3.5",word order shuffled,0.504782497882843,14.518776736981408
42,cs.CL,"Across scales, dQwen3.5 resembles full-attention DLMs in any-order decoding behavior and performs strongly under parallel decoding.",antonym,4,"Across scales, dQwen3.5 resembles full-attention DLMs in any-order decoding behavior and performs weakly under parallel decoding.",strongly -> weakly,0.96138596534729,83.94327083733333
42,cs.CL,"Across scales, dQwen3.5 resembles full-attention DLMs in any-order decoding behavior and performs strongly under parallel decoding.",negation,5,"It is not the case that across scales, dQwen3.5 resembles full-attention DLMs in any-order decoding behavior and performs strongly under parallel decoding.",prepended denial,0.8627870678901672,68.7941939352187
43,cs.CL,"Yet full-attention decoding reads the growing history at every step, regardless of its benefit to the next prediction.",identical,0,"Yet full-attention decoding reads the growing history at every step, regardless of its benefit to the next prediction.",unchanged,1.0,100.00000000000004
43,cs.CL,"Yet full-attention decoding reads the growing history at every step, regardless of its benefit to the next prediction.",synonym,1,"Yet full-attention decoding reads the turn history at every step, regardless of its benefit to the next prediction.",growing -> turn,0.858022153377533,85.78928092681431
43,cs.CL,"Yet full-attention decoding reads the growing history at every step, regardless of its benefit to the next prediction.",scramble,2,"Yet the step, at reads decoding next its of to every history benefit regardless growing full-attention the",word order shuffled,0.21335431933403015,6.65744397006014
43,cs.CL,"Yet full-attention decoding reads the growing history at every step, regardless of its benefit to the next prediction.",negation,5,"It is not the case that yet full-attention decoding reads the growing history at every step, regardless of its benefit to the next prediction.",prepended denial,0.803870439529419,71.35684569113663
44,cs.CL,"We show that a pretrained model's decoding states already contain information predictive of this benefit, before the global read.",identical,0,"We show that a pretrained model's decoding states already contain information predictive of this benefit, before the global read.",unchanged,1.0000007152557373,100.00000000000004
44,cs.CL,"We show that a pretrained model's decoding states already contain information predictive of this benefit, before the global read.",synonym,1,"We show that a pretrained model's decoding states already contain information predictive of this benefit, before the planetary read.",global -> planetary,0.9299234747886658,88.06626677278207
44,cs.CL,"We show that a pretrained model's decoding states already contain information predictive of this benefit, before the global read.",scramble,2,"that information the predictive states already of show contain benefit, We pretrained model's this a before decoding global",word order shuffled,0.3747684061527252,8.420390954207235
44,cs.CL,"We show that a pretrained model's decoding states already contain information predictive of this benefit, before the global read.",antonym,4,"We disprove that a pretrained model's decoding states already contain information predictive of this benefit, before the global read.",show -> disprove,0.9327943325042725,90.86549610666287
44,cs.CL,"We show that a pretrained model's decoding states already contain information predictive of this benefit, before the global read.",negation,5,"It is not the case that we show that a pretrained model's decoding states already contain information predictive of this benefit, before the global read.",prepended denial,0.8466800451278687,72.48600507984249
45,cs.CL,"ODA trains only the recall head, leaving pretrained weights unchanged and the complete historical KV cache available for future recall.",identical,0,"ODA trains only the recall head, leaving pretrained weights unchanged and the complete historical KV cache available for future recall.",unchanged,1.0,100.00000000000004
45,cs.CL,"ODA trains only the recall head, leaving pretrained weights unchanged and the complete historical KV cache available for future recall.",synonym,1,"ODA trains only the recall head, leaving pretrained weights unchanged and the consummate historical KV cache available for future recall.",complete -> consummate,0.8937565088272095,87.25129388059693
45,cs.CL,"ODA trains only the recall head, leaving pretrained weights unchanged and the complete historical KV cache available for future recall.",scramble,2,"ODA the leaving recall trains future head, only unchanged KV available the pretrained historical complete weights and for cache",word order shuffled,0.3858802914619446,6.161398495622037
45,cs.CL,"ODA trains only the recall head, leaving pretrained weights unchanged and the complete historical KV cache available for future recall.",antonym,4,"ODA trains only the recall head, leaving pretrained weights changed and the complete historical KV cache available for future recall.",unchanged -> changed,0.9244505167007446,87.25129388059693
45,cs.CL,"ODA trains only the recall head, leaving pretrained weights unchanged and the complete historical KV cache available for future recall.",negation,5,"It is not the case that oDA trains only the recall head, leaving pretrained weights unchanged and the complete historical KV cache available for future recall.",prepended denial,0.7880064249038696,73.52923728444685
46,cs.CL,"We further implement GPU-side conditional execution in vLLM, translating reduced global reads into practical decoding speedups over full attention at long context lengths.",identical,0,"We further implement GPU-side conditional execution in vLLM, translating reduced global reads into practical decoding speedups over full attention at long context lengths.",unchanged,1.0000007152557373,100.00000000000004
46,cs.CL,"We further implement GPU-side conditional execution in vLLM, translating reduced global reads into practical decoding speedups over full attention at long context lengths.",synonym,1,"We further implement GPU-side conditional execution in vLLM, translating reduced global reads into practical decoding speedups over entire attention at long context lengths.",full -> entire,0.9055715799331665,88.95260356363632
46,cs.CL,"We further implement GPU-side conditional execution in vLLM, translating reduced global reads into practical decoding speedups over full attention at long context lengths.",scramble,2,"speedups We context implement reduced global into attention reads decoding further full at execution practical translating long in vLLM, conditional over GPU-side",word order shuffled,0.3914574384689331,10.347610775509164
46,cs.CL,"We further implement GPU-side conditional execution in vLLM, translating reduced global reads into practical decoding speedups over full attention at long context lengths.",antonym,4,"We further implement GPU-side conditional execution in vLLM, translating oxidize global reads into practical decoding speedups over full attention at long context lengths.",reduced -> oxidize,0.8935428857803345,88.95260356363632
46,cs.CL,"We further implement GPU-side conditional execution in vLLM, translating reduced global reads into practical decoding speedups over full attention at long context lengths.",negation,5,"It is not the case that we further implement GPU-side conditional execution in vLLM, translating reduced global reads into practical decoding speedups over full attention at long context lengths.",prepended denial,0.8579932451248169,76.23168491128143
47,cs.CL,"Experiments across Qwen and Gemma models, including hybrid-attention backbones, show that selective recall recovers most of the performance lost under local attention while substantially reducing global reads.",identical,0,"Experiments across Qwen and Gemma models, including hybrid-attention backbones, show that selective recall recovers most of the performance lost under local attention while substantially reducing global reads.",unchanged,0.9999996423721313,100.00000000000004
47,cs.CL,"Experiments across Qwen and Gemma models, including hybrid-attention backbones, show that selective recall recovers most of the performance lost under local attention while substantially reducing global reads.",synonym,1,"Experiments across Qwen and Gemma models, including hybrid-attention backbones, show that selective callback recovers most of the performance lost under local attention while substantially reducing global reads.",recall -> callback,0.8680212497711182,90.9593063222022
47,cs.CL,"Experiments across Qwen and Gemma models, including hybrid-attention backbones, show that selective recall recovers most of the performance lost under local attention while substantially reducing global reads.",scramble,2,"global backbones, while most local hybrid-attention Experiments lost including substantially show models, reducing of under recovers and across selective the Qwen Gemma recall that performance attention",word order shuffled,0.16714449226856232,5.719982334747291
47,cs.CL,"Experiments across Qwen and Gemma models, including hybrid-attention backbones, show that selective recall recovers most of the performance lost under local attention while substantially reducing global reads.",antonym,4,"Experiments across Qwen and Gemma models, including hybrid-attention backbones, show that selective recall recovers least of the performance lost under local attention while substantially reducing global reads.",most -> least,0.9560924172401428,90.9593063222022
47,cs.CL,"Experiments across Qwen and Gemma models, including hybrid-attention backbones, show that selective recall recovers most of the performance lost under local attention while substantially reducing global reads.",negation,5,"It is not the case that experiments across Qwen and Gemma models, including hybrid-attention backbones, show that selective recall recovers most of the performance lost under local attention while substantially reducing global reads.",prepended denial,0.866792619228363,79.68607481576657
48,cs.CL,These findings support long-context inference in which pretrained models guide their own access to the information they retain.,identical,0,These findings support long-context inference in which pretrained models guide their own access to the information they retain.,unchanged,1.0,100.00000000000004
48,cs.CL,These findings support long-context inference in which pretrained models guide their own access to the information they retain.,synonym,1,These findings support long-context illation in which pretrained models guide their own access to the information they retain.,inference -> illation,0.8561274409294128,84.92326635760686
48,cs.CL,These findings support long-context inference in which pretrained models guide their own access to the information they retain.,scramble,2,the pretrained own to they guide in support long-context models findings information which inference These access their,word order shuffled,0.180522620677948,6.943032776134597
48,cs.CL,These findings support long-context inference in which pretrained models guide their own access to the information they retain.,antonym,4,These findings negate long-context inference in which pretrained models guide their own access to the information they retain.,support -> negate,0.9414573907852173,86.63975517813623
48,cs.CL,These findings support long-context inference in which pretrained models guide their own access to the information they retain.,negation,5,It is not the case that these findings support long-context inference in which pretrained models guide their own access to the information they retain.,prepended denial,0.8442478179931641,70.13062757071812
49,cs.CL,Agent trajectories record what an agent does and what happens next.,identical,0,Agent trajectories record what an agent does and what happens next.,unchanged,1.0,100.00000000000004
49,cs.CL,Agent trajectories record what an agent does and what happens next.,synonym,1,Agent trajectories record what an agent make and what happens next.,does -> make,0.793673574924469,73.48889200874659
49,cs.CL,Agent trajectories record what an agent does and what happens next.,scramble,2,Agent happens what trajectories an what and record does agent,word order shuffled,0.23507802188396454,6.1092581379663455
49,cs.CL,Agent trajectories record what an agent does and what happens next.,antonym,4,Agent trajectories record what an agent does and what dematerialize next.,happens -> dematerialize,0.7905513048171997,76.91605673134588
49,cs.CL,Agent trajectories record what an agent does and what happens next.,negation,5,Agent trajectories record what an agent does not and what happens next.,inserted 'not' after 'does',0.844411313533783,76.11606003349888
50,cs.CL,"Yet standard supervised fine-tuning (SFT) applies loss only to agent-authored action tokens, using environment observations as context but not as prediction targets.",identical,0,"Yet standard supervised fine-tuning (SFT) applies loss only to agent-authored action tokens, using environment observations as context but not as prediction targets.",unchanged,1.0,100.00000000000004
50,cs.CL,"Yet standard supervised fine-tuning (SFT) applies loss only to agent-authored action tokens, using environment observations as context but not as prediction targets.",synonym,1,"Yet standard supervised fine-tuning (SFT) applies loss only to agent-authored activity tokens, using environment observations as context but not as prediction targets.",action -> activity,0.9587298631668091,89.42255541978513
50,cs.CL,"Yet standard supervised fine-tuning (SFT) applies loss only to agent-authored action tokens, using environment observations as context but not as prediction targets.",scramble,2,"standard but fine-tuning context action prediction only applies Yet tokens, as not to loss agent-authored as observations supervised using environment (SFT)",word order shuffled,0.34339138865470886,10.776403374069837
50,cs.CL,"Yet standard supervised fine-tuning (SFT) applies loss only to agent-authored action tokens, using environment observations as context but not as prediction targets.",antonym,4,"Yet nonstandard supervised fine-tuning (SFT) applies loss only to agent-authored action tokens, using environment observations as context but not as prediction targets.",standard -> nonstandard,0.936684787273407,92.76077030810347
50,cs.CL,"Yet standard supervised fine-tuning (SFT) applies loss only to agent-authored action tokens, using environment observations as context but not as prediction targets.",negation,5,"It is not the case that yet standard supervised fine-tuning (SFT) applies loss only to agent-authored action tokens, using environment observations as context but not as prediction targets.",prepended denial,0.8301008343696594,77.01365065543355
51,cs.CL,We ask whether this convention provides the best initialization for subsequent reinforcement learning.,identical,0,We ask whether this convention provides the best initialization for subsequent reinforcement learning.,unchanged,1.0000007152557373,100.00000000000004
51,cs.CL,We ask whether this convention provides the best initialization for subsequent reinforcement learning.,synonym,1,We ask whether this convention provides the best initialisation for subsequent reinforcement learning.,initialization -> initialisation,0.9277186989784241,78.25422900366438
51,cs.CL,We ask whether this convention provides the best initialization for subsequent reinforcement learning.,scramble,2,whether for ask convention the We subsequent provides reinforcement initialization this best,word order shuffled,0.2554784119129181,5.335360807290133
51,cs.CL,We ask whether this convention provides the best initialization for subsequent reinforcement learning.,antonym,4,We ask whether this convention provides the worst initialization for subsequent reinforcement learning.,best -> worst,0.9164602160453796,78.25422900366438
51,cs.CL,We ask whether this convention provides the best initialization for subsequent reinforcement learning.,negation,5,It is not the case that we ask whether this convention provides the best initialization for subsequent reinforcement learning.,prepended denial,0.7930110692977905,61.98021310128996
52,cs.CL,"We introduce ActObs, which also supervises the observation tokens already present in each trajectory.",identical,0,"We introduce ActObs, which also supervises the observation tokens already present in each trajectory.",unchanged,0.9999996423721313,100.00000000000004
52,cs.CL,"We introduce ActObs, which also supervises the observation tokens already present in each trajectory.",synonym,1,"We introduce ActObs, which besides supervises the observation tokens already present in each trajectory.",also -> besides,0.926735520362854,81.53551038173119
52,cs.CL,"We introduce ActObs, which also supervises the observation tokens already present in each trajectory.",scramble,2,"in each supervises also tokens ActObs, introduce which We present the already observation",word order shuffled,0.2457689493894577,9.523873371779596
52,cs.CL,"We introduce ActObs, which also supervises the observation tokens already present in each trajectory.",antonym,4,"We introduce ActObs, which also supervises the observation tokens already future in each trajectory.",present -> future,0.8744802474975586,81.53551038173119
52,cs.CL,"We introduce ActObs, which also supervises the observation tokens already present in each trajectory.",negation,5,"It is not the case that we introduce ActObs, which also supervises the observation tokens already present in each trajectory.",prepended denial,0.7677599787712097,65.7248464608846
53,cs.CL,"Although deployed agents never generate observations, learning to predict them encourages the policy to model action consequences without adding data, parameters, sequence tokens, or forward passes.",identical,0,"Although deployed agents never generate observations, learning to predict them encourages the policy to model action consequences without adding data, parameters, sequence tokens, or forward passes.",unchanged,1.0,100.00000000000004
53,cs.CL,"Although deployed agents never generate observations, learning to predict them encourages the policy to model action consequences without adding data, parameters, sequence tokens, or forward passes.",synonym,1,"Although deployed agents never generate observations, learning to foretell them encourages the policy to model action consequences without adding data, parameters, sequence tokens, or forward passes.",predict -> foretell,0.9714694619178772,91.27592114472296
53,cs.CL,"Although deployed agents never generate observations, learning to predict them encourages the policy to model action consequences without adding data, parameters, sequence tokens, or forward passes.",scramble,2,"predict model the data, never learning deployed policy encourages to Although consequences to adding agents generate them forward sequence tokens, observations, or without parameters, action",word order shuffled,0.29300931096076965,10.374213565867468
53,cs.CL,"Although deployed agents never generate observations, learning to predict them encourages the policy to model action consequences without adding data, parameters, sequence tokens, or forward passes.",antonym,4,"Although deployed agents never generate observations, learning to predict them discourage the policy to model action consequences without adding data, parameters, sequence tokens, or forward passes.",encourages -> discourage,0.9017157554626465,91.27592114472296
53,cs.CL,"Although deployed agents never generate observations, learning to predict them encourages the policy to model action consequences without adding data, parameters, sequence tokens, or forward passes.",negation,5,"It is not the case that although deployed agents never generate observations, learning to predict them encourages the policy to model action consequences without adding data, parameters, sequence tokens, or forward passes.",prepended denial,0.8854166269302368,80.25968769328762
54,cs.CL,The methods perform similarly after SFT but diverge after GRPO.,identical,0,The methods perform similarly after SFT but diverge after GRPO.,unchanged,1.0000007152557373,100.00000000000004
54,cs.CL,The methods perform similarly after SFT but diverge after GRPO.,synonym,1,The methods execute similarly after SFT but diverge after GRPO.,perform -> execute,0.8905957341194153,74.19446627365011
54,cs.CL,The methods perform similarly after SFT but diverge after GRPO.,scramble,2,methods perform after diverge similarly The but SFT after,word order shuffled,0.3414783179759979,11.120717257934473
54,cs.CL,The methods perform similarly after SFT but diverge after GRPO.,negation,5,It is not the case that the methods perform similarly after SFT but diverge after GRPO.,prepended denial,0.8039346933364868,54.50176720923848
55,cs.CL,"On Qwen3-4B, GRPO from ActObs achieves higher pass@k at every evaluated sampling budget than its action-only counterpart on Terminal-Bench 2.0.",identical,0,"On Qwen3-4B, GRPO from ActObs achieves higher pass@k at every evaluated sampling budget than its action-only counterpart on Terminal-Bench 2.0.",unchanged,1.0000007152557373,100.00000000000004
55,cs.CL,"On Qwen3-4B, GRPO from ActObs achieves higher pass@k at every evaluated sampling budget than its action-only counterpart on Terminal-Bench 2.0.",synonym,1,"On Qwen3-4B, GRPO from ActObs achieves high pass@k at every evaluated sampling budget than its action-only counterpart on Terminal-Bench 2.0.",higher -> high,0.9798542261123657,89.42255541978513
55,cs.CL,"On Qwen3-4B, GRPO from ActObs achieves higher pass@k at every evaluated sampling budget than its action-only counterpart on Terminal-Bench 2.0.",scramble,2,"Qwen3-4B, at On every sampling its achieves counterpart GRPO on higher action-only budget from than evaluated Terminal-Bench pass@k ActObs",word order shuffled,0.4061175286769867,17.833605488906652
55,cs.CL,"On Qwen3-4B, GRPO from ActObs achieves higher pass@k at every evaluated sampling budget than its action-only counterpart on Terminal-Bench 2.0.",antonym,4,"On Qwen3-4B, GRPO from ActObs achieves low pass@k at every evaluated sampling budget than its action-only counterpart on Terminal-Bench 2.0.",higher -> low,0.9670902490615845,89.42255541978513
55,cs.CL,"On Qwen3-4B, GRPO from ActObs achieves higher pass@k at every evaluated sampling budget than its action-only counterpart on Terminal-Bench 2.0.",negation,5,"It is not the case that on Qwen3-4B, GRPO from ActObs achieves higher pass@k at every evaluated sampling budget than its action-only counterpart on Terminal-Bench 2.0.",prepended denial,0.8873628973960876,77.01365065543355
56,cs.CL,"The advantage extends to cross-domain code editing on aider-polyglot (+4.2 pp at pass@1 at 4B), whose tasks are unseen during SFT and RL.",identical,0,"The advantage extends to cross-domain code editing on aider-polyglot (+4.2 pp at pass@1 at 4B), whose tasks are unseen during SFT and RL.",unchanged,1.0,100.00000000000004
56,cs.CL,"The advantage extends to cross-domain code editing on aider-polyglot (+4.2 pp at pass@1 at 4B), whose tasks are unseen during SFT and RL.",synonym,1,"The advantage widen to cross-domain code editing on aider-polyglot (+4.2 pp at pass@1 at 4B), whose tasks are unseen during SFT and RL.",extends -> widen,0.9270808696746826,91.9322715224919
56,cs.CL,"The advantage extends to cross-domain code editing on aider-polyglot (+4.2 pp at pass@1 at 4B), whose tasks are unseen during SFT and RL.",scramble,2,"4B), are on to at during pass@1 and The tasks whose pp unseen advantage SFT at extends aider-polyglot code (+4.2 cross-domain editing",word order shuffled,0.29342249035835266,14.011038057864466
56,cs.CL,"The advantage extends to cross-domain code editing on aider-polyglot (+4.2 pp at pass@1 at 4B), whose tasks are unseen during SFT and RL.",antonym,4,"The advantage extends to cross-domain code editing on aider-polyglot (+4.2 pp at pass@1 at 4B), whose tasks differ unseen during SFT and RL.",are -> differ,0.929527223110199,90.9593063222022
56,cs.CL,"The advantage extends to cross-domain code editing on aider-polyglot (+4.2 pp at pass@1 at 4B), whose tasks are unseen during SFT and RL.",negation,5,"The advantage extends to cross-domain code editing on aider-polyglot (+4.2 pp at pass@1 at 4B), whose tasks are not unseen during SFT and RL.",inserted 'not' after 'are',0.9745345711708069,91.27592114472296
57,cs.CL,"ActObs retains more entropy during RL while requiring less policy movement, leaving the final policy closer to its SFT initialization.",identical,0,"ActObs retains more entropy during RL while requiring less policy movement, leaving the final policy closer to its SFT initialization.",unchanged,1.0,100.00000000000004
57,cs.CL,"ActObs retains more entropy during RL while requiring less policy movement, leaving the final policy closer to its SFT initialization.",synonym,1,"ActObs retains more entropy during RL while requiring less insurance movement, leaving the final policy closer to its SFT initialization.",policy -> insurance,0.8966919779777527,87.25129388059693
57,cs.CL,"ActObs retains more entropy during RL while requiring less policy movement, leaving the final policy closer to its SFT initialization.",scramble,2,"SFT ActObs entropy requiring less leaving the movement, RL closer policy its more to retains while policy final during",word order shuffled,0.27581101655960083,8.108856443532748
57,cs.CL,"ActObs retains more entropy during RL while requiring less policy movement, leaving the final policy closer to its SFT initialization.",antonym,4,"ActObs retains less entropy during RL while requiring less policy movement, leaving the final policy closer to its SFT initialization.",more -> less,0.985397458076477,88.67047947918728
57,cs.CL,"ActObs retains more entropy during RL while requiring less policy movement, leaving the final policy closer to its SFT initialization.",negation,5,"It is not the case that actObs retains more entropy during RL while requiring less policy movement, leaving the final policy closer to its SFT initialization.",prepended denial,0.821312427520752,73.52923728444685
58,cs.CL,"Joint supervision prevents this one-sided specialization, preserving consequence prediction and preparing the policy for downstream exploration.",identical,0,"Joint supervision prevents this one-sided specialization, preserving consequence prediction and preparing the policy for downstream exploration.",unchanged,1.0,100.00000000000004
58,cs.CL,"Joint supervision prevents this one-sided specialization, preserving consequence prediction and preparing the policy for downstream exploration.",synonym,1,"Joint supervision prevents this one-sided specialization, preserving consequence prediction and preparing the insurance for downstream exploration.",policy -> insurance,0.8783349990844727,83.94327083733333
58,cs.CL,"Joint supervision prevents this one-sided specialization, preserving consequence prediction and preparing the policy for downstream exploration.",scramble,2,"this preserving specialization, one-sided for prediction prevents preparing the and Joint supervision downstream consequence policy",word order shuffled,0.37987053394317627,9.55389238170021
58,cs.CL,"Joint supervision prevents this one-sided specialization, preserving consequence prediction and preparing the policy for downstream exploration.",antonym,4,"separate supervision prevents this one-sided specialization, preserving consequence prediction and preparing the policy for downstream exploration.",Joint -> separate,0.8972771763801575,93.91044157537529
58,cs.CL,"Joint supervision prevents this one-sided specialization, preserving consequence prediction and preparing the policy for downstream exploration.",negation,5,"It is not the case that joint supervision prevents this one-sided specialization, preserving consequence prediction and preparing the policy for downstream exploration.",prepended denial,0.8317130208015442,68.7941939352187
59,cs.CL,Shown mode is the higher-load condition the doctrine is designed to measure.,identical,0,Shown mode is the higher-load condition the doctrine is designed to measure.,unchanged,1.0,100.00000000000004
59,cs.CL,Shown mode is the higher-load condition the doctrine is designed to measure.,synonym,1,Shown mode is the higher-load condition the philosophy is designed to measure.,doctrine -> philosophy,0.8942837715148926,76.11606003349888
59,cs.CL,Shown mode is the higher-load condition the doctrine is designed to measure.,scramble,2,is condition the is Shown designed higher-load doctrine to the mode,word order shuffled,0.34567952156066895,9.570436500358502
59,cs.CL,Shown mode is the higher-load condition the doctrine is designed to measure.,antonym,4,Shown mode is the higher-load condition the doctrine differ designed to measure.,is -> differ,0.8972111344337463,76.11606003349888
59,cs.CL,Shown mode is the higher-load condition the doctrine is designed to measure.,negation,5,Shown mode is not the higher-load condition the doctrine is designed to measure.,inserted 'not' after 'is',0.8107242584228516,78.25422900366438
60,cs.CL,The claim is that LLMs fail along this axis in a specific direction.,identical,0,The claim is that LLMs fail along this axis in a specific direction.,unchanged,1.0,100.00000000000004
60,cs.CL,The claim is that LLMs fail along this axis in a specific direction.,synonym,1,The claim is that LLMs fail along this bloc in a specific direction.,axis -> bloc,0.8272144198417664,78.25422900366438
60,cs.CL,The claim is that LLMs fail along this axis in a specific direction.,scramble,2,along in a is claim LLMs that The fail axis specific this,word order shuffled,0.20324788987636566,8.972971553870876
60,cs.CL,The claim is that LLMs fail along this axis in a specific direction.,antonym,4,The claim differ that LLMs fail along this axis in a specific direction.,is -> differ,0.8823253512382507,80.91067115702207
60,cs.CL,The claim is that LLMs fail along this axis in a specific direction.,negation,5,The claim is not that LLMs fail along this axis in a specific direction.,inserted 'not' after 'is',0.8732727766036987,80.03203203845001
61,cs.CL,"Large language models are increasingly used in healthcare communication, yet most evaluations emphasize response quality while assuming that the user's concern has been interpreted correctly.",identical,0,"Large language models are increasingly used in healthcare communication, yet most evaluations emphasize response quality while assuming that the user's concern has been interpreted correctly.",unchanged,1.0000014305114746,100.00000000000004
61,cs.CL,"Large language models are increasingly used in healthcare communication, yet most evaluations emphasize response quality while assuming that the user's concern has been interpreted correctly.",synonym,1,"Large language models be increasingly used in healthcare communication, yet most evaluations emphasize response quality while assuming that the user's concern has been interpreted correctly.",are -> be,0.9563336372375488,89.85396083419644
61,cs.CL,"Large language models are increasingly used in healthcare communication, yet most evaluations emphasize response quality while assuming that the user's concern has been interpreted correctly.",scramble,2,"assuming while in language communication, the that healthcare response evaluations interpreted user's increasingly are used Large has been most concern yet quality models emphasize",word order shuffled,0.27145901322364807,6.218004098675045
61,cs.CL,"Large language models are increasingly used in healthcare communication, yet most evaluations emphasize response quality while assuming that the user's concern has been interpreted correctly.",antonym,4,"Large language models are increasingly used in healthcare communication, yet most evaluations emphasize response quality while assuming that the user's concern has differ interpreted correctly.",been -> differ,0.9177626967430115,89.85396083419644
61,cs.CL,"Large language models are increasingly used in healthcare communication, yet most evaluations emphasize response quality while assuming that the user's concern has been interpreted correctly.",negation,5,"Large language models are not increasingly used in healthcare communication, yet most evaluations emphasize response quality while assuming that the user's concern has been interpreted correctly.",inserted 'not' after 'are',0.9370485544204712,90.25139799587889
62,cs.CL,"We introduce HerHealthEval, a controlled evaluation framework for multilingual understanding of women's-health communication.",identical,0,"We introduce HerHealthEval, a controlled evaluation framework for multilingual understanding of women's-health communication.",unchanged,1.0,100.00000000000004
62,cs.CL,"We introduce HerHealthEval, a controlled evaluation framework for multilingual understanding of women's-health communication.",synonym,1,"We introduce HerHealthEval, a controlled evaluation framework for multilingual apprehension of women's-health communication.",understanding -> apprehension,0.8694766163825989,80.03203203845001
62,cs.CL,"We introduce HerHealthEval, a controlled evaluation framework for multilingual understanding of women's-health communication.",scramble,2,"multilingual a controlled HerHealthEval, for understanding evaluation women's-health We introduce framework of",word order shuffled,0.5796757936477661,11.13140023880574
62,cs.CL,"We introduce HerHealthEval, a controlled evaluation framework for multilingual understanding of women's-health communication.",antonym,4,"We introduce HerHealthEval, a controlled evaluation framework for monolingual understanding of women's-health communication.",multilingual -> monolingual,0.9165082573890686,80.03203203845001
62,cs.CL,"We introduce HerHealthEval, a controlled evaluation framework for multilingual understanding of women's-health communication.",negation,5,"It is not the case that we introduce HerHealthEval, a controlled evaluation framework for multilingual understanding of women's-health communication.",prepended denial,0.8423756957054138,63.950284469035694
63,cs.CL,"For each clinical case, HerHealthEval provides matched versions in English, French, and Modern Standard Arabic using six communicative forms: canonical, clinical, layperson, indirect or hedged, emotionally concerned, and deliberately under-specified.",identical,0,"For each clinical case, HerHealthEval provides matched versions in English, French, and Modern Standard Arabic using six communicative forms: canonical, clinical, layperson, indirect or hedged, emotionally concerned, and deliberately under-specified.",unchanged,1.0,100.00000000000004
63,cs.CL,"For each clinical case, HerHealthEval provides matched versions in English, French, and Modern Standard Arabic using six communicative forms: canonical, clinical, layperson, indirect or hedged, emotionally concerned, and deliberately under-specified.",synonym,1,"For each clinical case, HerHealthEval provides matched version in English, French, and Modern Standard Arabic using six communicative forms: canonical, clinical, layperson, indirect or hedged, emotionally concerned, and deliberately under-specified.",versions -> version,0.9739638566970825,93.36510695862633
63,cs.CL,"For each clinical case, HerHealthEval provides matched versions in English, French, and Modern Standard Arabic using six communicative forms: canonical, clinical, layperson, indirect or hedged, emotionally concerned, and deliberately under-specified.",scramble,2,"hedged, indirect HerHealthEval deliberately forms: matched French, using or clinical, Standard clinical canonical, emotionally concerned, case, versions communicative Arabic and For provides in English, layperson, each six Modern and",word order shuffled,0.16803446412086487,17.662262503963767
63,cs.CL,"For each clinical case, HerHealthEval provides matched versions in English, French, and Modern Standard Arabic using six communicative forms: canonical, clinical, layperson, indirect or hedged, emotionally concerned, and deliberately under-specified.",antonym,4,"For each clinical case, HerHealthEval provides matched versions in English, French, and Modern Standard Arabic using six uncommunicative forms: canonical, clinical, layperson, indirect or hedged, emotionally concerned, and deliberately under-specified.",communicative -> uncommunicative,0.9498845338821411,93.36510695862633
63,cs.CL,"For each clinical case, HerHealthEval provides matched versions in English, French, and Modern Standard Arabic using six communicative forms: canonical, clinical, layperson, indirect or hedged, emotionally concerned, and deliberately under-specified.",negation,5,"It is not the case that for each clinical case, HerHealthEval provides matched versions in English, French, and Modern Standard Arabic using six communicative forms: canonical, clinical, layperson, indirect or hedged, emotionally concerned, and deliberately under-specified.",prepended denial,0.8899826407432556,84.25879380217197
64,cs.CL,"We evaluate a multilingual instruction model and QLoRA-adapted variants on concern classification, risk calibration, clarification behavior, parse compliance, and cross-form consistency.",identical,0,"We evaluate a multilingual instruction model and QLoRA-adapted variants on concern classification, risk calibration, clarification behavior, parse compliance, and cross-form consistency.",unchanged,1.0,100.00000000000004
64,cs.CL,"We evaluate a multilingual instruction model and QLoRA-adapted variants on concern classification, risk calibration, clarification behavior, parse compliance, and cross-form consistency.",synonym,1,"We evaluate a multilingual instruction model and QLoRA-adapted variants on concern classification, hazard calibration, clarification behavior, parse compliance, and cross-form consistency.",risk -> hazard,0.9802310466766357,89.42255541978513
64,cs.CL,"We evaluate a multilingual instruction model and QLoRA-adapted variants on concern classification, risk calibration, clarification behavior, parse compliance, and cross-form consistency.",scramble,2,"classification, multilingual evaluate clarification on cross-form a and behavior, model compliance, We variants risk concern QLoRA-adapted parse and calibration, instruction",word order shuffled,0.3212442398071289,7.6200679026063725
64,cs.CL,"We evaluate a multilingual instruction model and QLoRA-adapted variants on concern classification, risk calibration, clarification behavior, parse compliance, and cross-form consistency.",antonym,4,"We evaluate a monolingual instruction model and QLoRA-adapted variants on concern classification, risk calibration, clarification behavior, parse compliance, and cross-form consistency.",multilingual -> monolingual,0.9458016753196716,89.42255541978513
64,cs.CL,"We evaluate a multilingual instruction model and QLoRA-adapted variants on concern classification, risk calibration, clarification behavior, parse compliance, and cross-form consistency.",negation,5,"It is not the case that we evaluate a multilingual instruction model and QLoRA-adapted variants on concern classification, risk calibration, clarification behavior, parse compliance, and cross-form consistency.",prepended denial,0.8536012768745422,77.01365065543355
